Riding,PC,NDP,Liberal,Green,Other,Total,PC_Share,NDP_Share,Liberal_Share,Green_Share,Other_Share,Swing_PC,Swing_NDP,Swing_Liberal,Swing_Green,Swing_Other,Predicted_PC_Share,Predicted_NDP_Share,Predicted_Liberal_Share,Predicted_Green_Share,Predicted_Other_Share,Total_Predicted,Predicted_Winner,Win_Probability,margin
Milton,16766,3777,15086,1612,1579,38927,0.43070362473347545,0.09702776992832739,0.3875459192848152,0.04141084594240502,0.04056310529966347,0.021910582257530575,-0.030526558321415,0.03128664958787477,0.0006073041604837907,,0.4618671907498029,0.06786072401601205,0.42739494030861613,0.04287714492556888,,0.9799661375734972,PC,0.788,3.447225044118679
Mississauga Centre,14719,4148,12260,1188,855,33758,0.4360151667752829,0.12287457787783636,0.3631731737662184,0.035191658273594405,0.025327329818117188,0.018302071139548116,-0.038616460052165916,0.031226126557244868,0.0003038449723118189,,0.4691081429277864,0.08700125348798823,0.40723949677965404,0.03665110680457126,,0.968470159309871,PC,0.915,6.186864614813237
Mississauga East—Cooksville,13840,3664,12634,1345,2224,33828,0.4091285325765638,0.10831264041622325,0.37347759252690077,0.039759962161523,0.06574435378975996,0.02698370526353823,-0.030733423917093577,0.03448839756741419,0.0006773977086111643,,0.4532944527808147,0.08063572961011663,0.42403928206387276,0.04203053554519592,,0.9620948043036808,PC,0.763,2.9255170716941947
Mississauga—Erin Mills,15693,4521,13954,1594,1473,37235,0.4214583053578622,0.12141802067946825,0.37475493487310324,0.042809184906673826,0.03955955418289244,0.027015990286720713,-0.0302652834472905,0.031166241011810772,0.0012250595525395251,,0.45319548076554006,0.09211232165191922,0.4101943951852863,0.04449780239725443,,0.989582453220888,PC,0.858,4.300108558025379
Mississauga—Lakeshore,19341,3647,15768,2160,1515,42890,0.45094427605502446,0.08503147586850082,0.3676381440895314,0.050361389601305664,0.03532291909536022,0.008253597574506603,-0.03742996194413656,0.03950023802777115,-0.0026242764938976277,,0.47749804206464475,0.049498551721375204,0.42336385134749616,0.04963955486648385,,0.9616748827786059,PC,0.902,5.413419071714859
Mississauga—Malton,13028,5140,8838,1173,844,29023,0.44888536677807256,0.1771009199600317,0.30451710712193775,0.040416221617337975,0.02908038452261999,0.012326556492857053,-0.047345501164677076,0.04760180687968951,-0.0023353825991147895,,0.4700646052856479,0.13224599504528192,0.35887762213501,0.03881177753406024,,0.9811670950861346,PC,0.995,11.11869831506379
Mississauga—Streetsville,17317,4554,13479,1137,1221,37989,0.4558424807181026,0.11987680644397063,0.35481323541025034,0.029929716496880678,0.03214088288715154,0.017059579348804733,-0.04016870020539556,0.038462046795342285,-0.0006158317877397249,,0.48492861301015505,0.08173519353768433,0.40327681614276145,0.03005937730939916,,0.975199333220216,PC,0.983,8.16517968673936
Mushkegowuk—James Bay,2594,3423,852,141,222,7255,0.3575465196416265,0.47181254307374226,0.11743625086147484,0.01943487250172295,0.03059958649207443,0.05299057825631198,-0.03220640976903537,0.0022273168075771805,-0.00558495752715193,,0.41735810076735735,0.44691011316922813,0.12165175714721319,0.014080028916201312,,0.9836567138462684,NDP,0.767,2.9552012401870775
Nepean,17123,8435,15029,1696,1334,43617,0.3925762890616044,0.19338789921360938,0.3445674851548708,0.03888392140679093,0.03058440516312447,0.019183297093181558,-0.04478102506163112,0.0461629724001225,0.004312075131159139,,0.4141230216886147,0.14945985433447234,0.392973189184288,0.04344393479262511,,0.9942929143997075,PC,0.701,2.1149832504326724
Newmarket—Aurora,18671,5281,13069,2332,2052,41523,0.44965440840016374,0.12718252534739782,0.31474122775329333,0.056161645353177754,0.04941839462466585,0.00441069150531644,-0.03301153370730707,0.05350451665052096,-0.0056190833579986815,,0.46954875272082836,0.09738222928010262,0.38080295097675954,0.05226606702230948,,0.9670243979445643,PC,0.983,8.874580174406882
Niagara Centre,15506,16360,5492,1865,1985,41208,0.3762861580275675,0.39701028926422055,0.13327509221510386,0.04525820229081732,0.04817025820229082,0.03807732436000689,-0.02401223841926263,0.017076687605990674,0.0007679192551102443,,0.4212126380358506,0.3791634631347195,0.1528369957866917,0.04678690304273832,,0.9837394345995544,PC,0.856,4.204917490113108
Niagara Falls,18342,24207,4239,1356,2065,50344,0.3643333863022406,0.4808318766883839,0.08420069918957572,0.026934689337358972,0.04101779755283649,0.08846852862497515,-0.08835255317675801,-0.016898481787623317,-0.011752120549629479,,0.4880561509120978,0.42303696523999584,0.07254223113947304,0.016364652708433222,,0.9277660246285236,PC,0.931,6.501918567210197
Niagara West,18779,8658,8013,2702,3305,41796,0.4493013685520145,0.20714900947459086,0.19171691070915878,0.06464733467317446,0.07907455258876447,0.00021149912723882752,-0.034216873874074905,0.06762776436615356,-0.004971155730874957,,0.47746061548067975,0.18368391616127597,0.2754690178779293,0.06338645048011504,,0.9414658572973811,PC,1.0,20.199159760275045
Nickel Belt,9181,15611,3042,921,1992,30747,0.29859823722639606,0.507724330829024,0.09893648160796176,0.029954141867499267,0.06478680846911894,0.05110095944252016,-0.03221230699661133,-0.012237747138771307,-0.00667485687206774,,0.37393415335023356,0.5084660981019473,0.09270715569005804,0.024892592857761173,,0.9351892399659508,NDP,0.999,13.453194475171376
Nipissing,15392,8665,4150,1025,1015,30659,0.50203855311654,0.2826250040771062,0.1353599269382563,0.03343227111125607,0.03310610261260968,-0.00046471999501269436,-0.05720642174103775,0.04614269118415467,-0.00019916662105196742,,0.5326100100920339,0.23936693959043873,0.19273356161401964,0.03528948870350777,,0.9417281380702108,PC,1.0,29.324307050159515
Northumberland—Peterborough South,26419,6806,12936,2942,2768,51871,0.5093212006708951,0.1312101174066434,0.24938790460951205,0.05671762641938655,0.053363150893562875,-0.019757025838009763,-0.02536069578715129,0.05320816989154416,-0.0026150232638763836,,0.5141874421176381,0.11117325603070681,0.31781553786211575,0.0568237639895393,,0.9521122741089438,PC,1.0,19.637190425552237
