Riding,PC,NDP,Liberal,Green,Other,Total,PC_Share,NDP_Share,Liberal_Share,Green_Share,Other_Share,Swing_PC,Swing_NDP,Swing_Liberal,Swing_Green,Swing_Other,Predicted_PC_Share,Predicted_NDP_Share,Predicted_Liberal_Share,Predicted_Green_Share,Predicted_Other_Share,Total_Predicted,Predicted_Winner,Win_Probability,margin
Oakville,21162,3154,17554,2416,1261,46569,0.45442246988339885,0.06772745818033456,0.37694603706328245,0.051880006012583475,0.027078099164680368,0.0005378642511189059,-0.03610775834407469,0.041334489282762996,-0.002902091162288647,,0.4769783836354537,0.03314995217688185,0.4385234368667717,0.05134822732089269,,0.953838475167118,PC,0.824,3.8454946768681997
Oakville North—Burlington,22221,4673,16631,2027,1543,47095,0.4718335279753689,0.09922497080369466,0.3531372757192908,0.043040662490710264,0.032763563010935345,0.008036829043806528,-0.039653055977326185,0.03656641509524634,0.001327316615722756,,0.4929260244064042,0.06119266737800464,0.40030622479570305,0.045575083419888154,,0.9735139417665141,PC,0.995,9.261979961070116
Orléans,16926,7150,23982,2359,1238,51839,0.326510928065742,0.13792704334574354,0.4626246648276394,0.045506279056308954,0.023881633519165106,0.022073507634809128,0.020397414822860276,0.015720062283570868,0.006065176290846333,,0.33620370847438635,0.15270122394164687,0.4613552835792977,0.04973978400466896,,1.0368250763275206,Liberal,0.996,12.515157510491138
Oshawa,16423,17170,3726,1641,1849,40809,0.40243573721483006,0.4207405229238648,0.09130338895831802,0.04021171800338161,0.04530863289960548,0.04676717523822238,-0.04436790249306005,-0.005927925862591021,-0.0062647125477333625,,0.47539830941619665,0.39832089797959325,0.09035415776734397,0.03592663483686617,,0.9448980014352324,PC,0.975,7.707741143660341
Ottawa Centre,8773,30311,12596,2718,938,55781,0.15727577490543376,0.5433929115648698,0.22581165629873973,0.04872626880120471,0.016815761639267852,0.015497632108947388,-0.02357050095579763,0.037024478948593315,0.007349247592249855,,0.1708078410335957,0.5139086229261215,0.2598459657826522,0.055437570257630686,,1.011507469264241,NDP,1.0,25.406265714346933
Ottawa South,9390,9619,18282,1885,1215,40500,0.23185185185185186,0.23750617283950617,0.4514074074074074,0.04654320987654321,0.03,0.025228448547257167,5.145147787773835e-05,0.018472023564579637,0.006606656574057948,,0.25261725523471235,0.23343350276925565,0.46172208434140777,0.052227157654624094,,1.0176672221390812,Liberal,1.0,20.910482910669543
Ottawa—Vanier,7798,10026,16132,3019,987,38673,0.20163938665218628,0.25925063998138237,0.41713857213042693,0.07806479973107854,0.02552168179349934,0.015392050420420203,0.00021585068088612186,0.015554012867702704,0.028337144016097646,,0.21369933942281288,0.2554828848980644,0.42604942783618793,0.10476834784293478,,1.0155924564801808,Liberal,1.0,17.05665429381235
Ottawa West—Nepean,14610,15696,9384,1475,649,41814,0.3494045056679581,0.37537666810159276,0.22442244224422442,0.03527526665710049,0.015521117329124217,0.04955157869930879,0.013322347193181344,-0.002889509848220435,-0.01038924413409153,,0.3858099742468642,0.37589088863877557,0.21423314066781812,0.024065996446542035,,1.034074054581054,PC,0.583,0.9919085608088629
Oxford,22166,9504,5457,2097,5097,44321,0.5001240946729542,0.21443559486473682,0.1231244782383069,0.04731391439723833,0.11500191782676383,-0.004316552534176739,-0.03447958762212226,0.040360105507234345,0.007374996266764864,,0.5546336239028608,0.20130724919897222,0.1828815405749928,0.06117758632317423,,0.8939370437909364,PC,1.0,35.33263747038885
Parkdale—High Park,6270,23024,9547,2587,886,42664,0.14696231014438402,0.5396587286705419,0.22377179823738982,0.06063660228764298,0.020766922932683292,0.024258710939201285,-0.029907374853416352,0.03985183806464095,0.011422766534649896,,0.16841598878802874,0.5014003405997549,0.25930481604842265,0.07087885456379374,,1.0166553800250344,NDP,1.0,24.209552455133228
Parry Sound—Muskoka,20216,3427,0,18102,2687,44558,0.45370079447012884,0.07691099241438125,0.0,0.40625701333093944,0.06030342474976435,0.018640655810317583,-0.05513588429461019,-0.016740478276726506,0.11990969980910218,,0.4629512836835808,0.021342218114483547,0.0,0.5157064982019355,,1.0202832715402592,Green,0.886,5.275521451835469
Perth—Wellington,19468,9170,6708,2627,3442,41597,0.46801452027790463,0.22044859004255116,0.1612616294444311,0.0631535928071736,0.08274635190037744,-0.0027052423993447917,-0.03796579932647476,0.05410599761944554,0.004186946793574302,,0.5000635789725653,0.1961125680588701,0.23145359764887088,0.07237025531969386,,0.9305002352592607,PC,1.0,26.86099813236944
Peterborough—Kawartha,20205,11196,15998,1914,3060,52373,0.38579038817711414,0.21377427300326504,0.30546273843392585,0.03654554827869322,0.0584270521070017,0.02100310466854808,-0.04833551957230463,0.05443867641317475,-2.3906017072874985e-05,,0.4199569149355439,0.17079218257802356,0.3715474571700426,0.03770344531638987,,0.9686553033853437,PC,0.873,4.840945776550126
Pickering—Uxbridge,19208,6934,12345,2266,2333,43232,0.44430051813471505,0.16039045151739453,0.2855523686158401,0.052414877868245745,0.053964655810510735,0.011618094867594898,-0.03331452416329152,0.05963467560067759,-0.004144476474543868,,0.46691349862018683,0.13014047713601093,0.3535115388953835,0.04943448534841874,,0.9764519859666325,PC,0.998,11.340195972480332
Renfrew—Nipissing—Pembroke,24563,6872,3928,1470,3030,40188,0.6112023489598886,0.17099631730864934,0.0977406190902757,0.036578083009853685,0.07539564048969842,-0.10951722231515888,-0.03026830095137012,-0.00031157186240212374,0.0007121066293158708,,0.6455594177265711,0.1810862859439625,0.12536994951142114,0.04798434681804535,,0.7771323798690519,PC,1.0,46.44731317826086
Richmond Hill,16088,2805,9825,917,1054,30796,0.5224055072087284,0.09108325756591765,0.3190349396025458,0.029776594362904273,0.034225224055072084,-0.0019810089970587474,-0.03868666821266198,0.046818541769863095,-0.008172446282292311,,0.5419515073996414,0.054563939015506116,0.38098676445577384,0.022497789129078672,,0.9602787170179461,PC,1.0,16.096474294386752
St. Catharines,14851,17128,7175,1764,1716,43136,0.34428319732937684,0.39706973293768544,0.16633438427299704,0.04089391691394659,0.03978115727002968,0.04103455230688938,-0.01213685587805069,-0.007985128526916841,-0.005375319797645819,,0.39965808954600934,0.3992588931974363,0.16424252734853614,0.036840489908018234,,0.9641184795582819,NDP,0.514,0.039919634857304986
Sarnia—Lambton,21184,9489,4200,1266,3070,40181,0.5272143550434285,0.2361563923247306,0.10452701525596675,0.03150742888429855,0.07640427067519474,-0.029154428739286923,-0.04222669160164469,0.03604920924333192,0.0012980882702835674,,0.575544724877162,0.22409997342372154,0.16244612381103796,0.03790917788807852,,0.8653713686811083,PC,1.0,35.144475145344046
Sault Ste. Marie,12606,10029,1610,675,1964,26884,0.46890343698854337,0.3730471656003571,0.05988692158904925,0.025107870852551704,0.07305460496949859,0.04364449063674482,-0.06131818806539051,0.01296273326861792,-0.006909937918445838,,0.5599630858475791,0.3405666295781122,0.07958888396258094,0.01988140061172778,,0.9153244929520278,PC,1.0,21.939645626946696
Scarborough—Agincourt,14040,2512,10672,628,784,28636,0.49029194021511385,0.08772174884760442,0.3726777482888672,0.021930437211901105,0.027378125436513478,0.008647737296343569,-0.03593766179045117,0.06412341384706557,-0.0004888954278860977,,0.4945057076662556,0.0513238929879665,0.4329194039423978,0.0212509954033801,,1.0089664684885584,PC,0.927,6.158630372385781
Scarborough Centre,11471,8358,9678,892,1004,31869,0.35994226364178356,0.2622611315071072,0.3036806928362986,0.027989582352756597,0.03150396937462738,0.01995169943644424,-0.05791392863069199,0.06104252954630711,-0.004827234326514566,,0.39078645702033293,0.21020633959809862,0.375180733889651,0.023826469491917492,,0.9721267363634908,PC,0.62,1.5605723130681926
Scarborough—Guildwood,9123,4824,13405,818,631,28949,0.31514041935818166,0.16663788041037686,0.46305571867767453,0.028256589174064733,0.021796953262634287,0.015594005439158232,0.01548855034948967,-9.35227357518921e-06,0.006193505322353304,,0.3273440191999429,0.1802594268316829,0.45829961228718885,0.03409694168118545,,1.0103573164577238,Liberal,1.0,13.095559308724598
Scarborough North,12646,4820,7750,479,382,26177,0.4830958474997135,0.18413110746074798,0.2960614279711197,0.018298506322344043,0.01459296328838293,0.01751083700045834,-0.047208151318099204,0.06499666008292283,-0.0048449805239723824,,0.494650472277293,0.135293848481444,0.3567622233286564,0.013293455912606781,,1.0120412544952346,PC,0.998,13.788824894863655
Scarborough—Rouge Park,15989,7742,9784,850,808,35312,0.452792251925691,0.21924558223833257,0.2770729497054826,0.024071137290439512,0.022881739918441325,0.013915421244186743,-0.06478328929973713,0.09092714113942432,-0.003400019856273334,,0.46215948112130506,0.15295701626770616,0.3644138307868992,0.02046967182408947,,1.0098411743875464,PC,0.988,9.774565033440584
Scarborough Southwest,9750,16842,6556,1251,813,35326,0.2760006793862877,0.47675932740757515,0.1855856875955387,0.03541301024740984,0.023014210496518146,0.04893561447291518,-0.008814617136876896,-0.01588948825492402,-0.009225969294887773,,0.3286286854444349,0.4732621683177395,0.1716245306176454,0.026484615620180202,,0.9887642444230379,NDP,1.0,14.463348287330458
Simcoe—Grey,27067,5849,11687,4742,3186,52886,0.5117989638089475,0.11059637711303559,0.22098475967174677,0.08966456150966229,0.060242786370684115,-0.022361158248497732,-0.02329265305344061,0.051593034344711367,0.021097247904791762,,0.5097879634454525,0.09093369409537318,0.2839112077437219,0.11536713471545253,,0.9600811330509569,PC,1.0,22.58767557017306
Simcoe North,23041,8208,8070,4071,2557,46265,0.49802226304982167,0.17741273100616017,0.17442991462228466,0.08799308332432725,0.05526856154760618,-0.003331613989234235,-0.03162569954213504,0.05070586353148979,0.02254901720676026,,0.5067744012657219,0.14934815469584445,0.2306351441937158,0.11324229984471781,,0.9761555592094745,PC,1.0,27.613925707200615
Spadina—Fort York,6221,15595,9463,1902,581,33857,0.18374339132232625,0.46061375786395725,0.2794990696163275,0.056177452225536814,0.017160409959535695,0.009633688923638035,0.03318463963228979,0.03163606966507224,0.02062357592801,,0.17986697578194258,0.4592996454939138,0.2893979808302891,0.07143539789385452,,1.0751116451771578,NDP,1.0,16.990166466362467
Stormont—Dundas—South Glengarry,20766,4982,6458,1477,2431,36114,0.5750124605416183,0.13795204075981612,0.17882261726754167,0.040898266600210446,0.06731461483081354,-0.1049607659528591,-0.03414552494743486,0.038093464185794845,-0.0012871019557364957,,0.5660644594747343,0.12501003600189184,0.26122336290412923,0.04770214161924449,,0.830385456498951,PC,1.0,30.484109657060504
Sudbury,8519,12013,5727,1480,1167,29410,0.28966337980278817,0.40846650799047945,0.19472968378102687,0.05032301938116287,0.03968038082284937,0.03093677598404706,-0.012577204690248103,0.02618759686598969,-0.007217751026780773,,0.32697218712482057,0.4037577306901405,0.2253080827410781,0.043961999443960904,,0.9805120080884652,NDP,0.955,7.678554356531992
Thornhill,18395,2698,10247,1155,1643,34522,0.532848618272406,0.07815306181565379,0.296825212907711,0.0334569260181913,0.04759283934882104,-0.025019147998363845,-0.034004090015712765,0.04597912690904058,-0.005376388325474695,,0.5502759287293582,0.04783912293736882,0.37145732476558024,0.03042762356769276,,0.9228633195834515,PC,1.0,17.881860396377792
Thunder Bay—Atikokan,9657,8759,6486,781,777,26598,0.36307241145950825,0.3293104744717648,0.24385292127227612,0.029363110008271298,0.02921272276110986,0.029403733459147142,-0.0672142961386246,0.02192818680079335,-0.001202168139816195,,0.41377986039085923,0.2763228325689498,0.2802077813310054,0.029689525709185555,,0.9485143731933202,PC,0.997,13.357207905985385
Thunder Bay—Superior North,7604,8404,6966,738,652,24634,0.30867906145977103,0.3411545019079321,0.2827798977023626,0.029958593813428594,0.026467483965251278,0.009388757298302776,0.022143206232315575,-0.018023702103882877,-0.006391079526294437,,0.32801005383227244,0.37465374922089306,0.2730320040228231,0.02430419292401142,,0.9696892367839354,NDP,0.845,4.664369538862062
Timiskaming—Cochrane,8024,9735,1600,1485,1530,22779,0.35225426928311165,0.4273673119978928,0.07024013345625357,0.06519162386408534,0.06716712761754247,0.0840012947175398,-0.07536746784779778,0.017823221950539193,-0.01395337913976364,,0.4703274948121404,0.3794913315377929,0.09494117840790714,0.055239995242159494,,0.9275570082818609,PC,0.979,9.08361632743475
Timmins,9356,4271,0,323,421,14437,0.6480570755697167,0.29583708526702224,0.0,0.022373069197201636,0.029161183071275194,-0.1373617930095707,-0.07106561436262902,0.05144457539333068,-0.006203321391433253,,0.6359199555315199,0.2798863993137473,0.06405900585661249,0.02013463929812021,,0.8030810766636384,PC,1.0,35.60335562177726
Toronto Centre,4245,15285,12820,1784,385,34921,0.1215600927808482,0.4377022422038315,0.3671143438045875,0.05108673863864151,0.011024884739841357,0.01676004973585557,0.041035563154213764,-0.0270793678166788,0.004464077194527323,,0.1365930949795352,0.47276034659716204,0.3357893429431035,0.05485721548019932,,1.0126437396958266,NDP,0.998,13.697100365405856
Toronto—Danforth,5556,22890,9240,2513,747,41324,0.13444971445165038,0.5539154002516697,0.22359887716581164,0.06081211886555028,0.018076662472171136,0.019013009215004636,-0.026644162798755436,0.04145093946415825,0.008276007633150092,,0.15121388524429755,0.5195446196172779,0.26116578409597807,0.06807571104244628,,1.0148719042482397,NDP,1.0,25.837883552129988
Toronto—St. Paul's,9445,15292,14200,2302,715,42179,0.2239265985442993,0.36255008416510587,0.33666042343346214,0.05457692216505844,0.016951563574290524,0.024616473613345884,0.01473454935131812,-0.03794442038524326,0.012505865232934623,,0.2506418224301841,0.3804705047641855,0.3012384241616569,0.06764924864397344,,0.9916264961202812,NDP,0.964,7.923208060252857
University—Rosedale,6535,13961,10172,5904,469,37181,0.17576181382964418,0.3754874801646002,0.273580592237971,0.15879078023721793,0.012613969500551356,-0.00013799806384255826,-7.630618618807011e-05,0.04990933828613856,0.05797643967466767,,0.16093198997731278,0.3440061191281183,0.2964283518716542,0.19863353902291467,,1.091292140180209,NDP,0.855,4.757776725646407
Vaughan—Woodbridge,19340,1927,12615,694,1106,35958,0.5378497135547027,0.05359029979420435,0.35082596362422824,0.019300294788364203,0.030758106680015575,-0.03077090353579349,-0.037880756230516205,0.0737147767651456,-0.0021807144188938175,,0.5257706537521656,0.016288625804183055,0.440190081322124,0.017750639121527353,,0.9644486743414415,PC,0.976,8.558057243004157
Waterloo,13176,20615,6251,3110,1537,44922,0.2933084012287966,0.45890654912960244,0.1391523084457504,0.06923111170473265,0.034214861315168515,0.02653083152921597,-0.014829912160969586,0.029729826136695482,-0.013258105469643282,,0.3234714907165266,0.44911979844982564,0.17080004650368927,0.05660866432995848,,0.9887710105441807,NDP,0.999,12.564830773329906
Wellington—Halton Hills,25049,7724,6920,7002,2548,49493,0.506111975430869,0.15606247348109833,0.13981775200533408,0.1414745519568424,0.051482027761501625,-0.021138420079352575,-0.025432632486964896,0.029501807956667993,0.03340114586881397,,0.5052867632841642,0.13610129627874012,0.17641154135071846,0.18220039908637706,,0.9597986541333084,PC,1.0,32.308636419778715
Whitby,21840,10524,9556,2397,1590,46104,0.4737116085372202,0.2282665278500781,0.20727051882699982,0.051991150442477874,0.034487246225924,-0.010220873736294857,-0.048358743204011484,0.08476841994246687,-0.0037943930805144823,,0.47120233056184563,0.18290110469598964,0.29689790589252163,0.04899865884964309,,0.983634215578422,PC,1.0,17.4304424669324
Willowdale,14105,3253,11990,1143,862,31583,0.44660101953582626,0.10299844853243834,0.3796346135579267,0.03619035557103505,0.027293164043947694,0.010425102691415567,-0.036899490418920336,0.03303010407215085,0.0004410965390191368,,0.46998779817823166,0.0679735846044289,0.4243682638524711,0.03767035336486834,,0.9724212500808915,PC,0.858,4.561953432576055
Windsor—Tecumseh,17692,11551,5598,1002,2529,38551,0.4589245415164328,0.29962906279992735,0.14521024097948174,0.025991543669424917,0.06560141111774014,0.023611882881787366,-0.06022378674947611,0.08056189847784467,0.004233640089925538,,0.4934217908491446,0.2448059339662633,0.23086525232536978,0.030907022859222293,,0.9779390236653484,PC,1.0,24.86158568828813
Windsor West,11211,13395,4159,879,2108,31752,0.3530801209372638,0.4218631897203326,0.13098387503149408,0.0276832955404384,0.06638951877047115,0.05165089211715772,-0.02012024354619421,-0.0002889151053578551,-0.0028199302868745658,,0.4207041900920914,0.41759819570010376,0.1358529875185279,0.025844626689277,,0.9620322844082599,PC,0.549,0.31059943919876654
York Centre,12947,3935,8984,799,1090,28128,0.4602886803185438,0.139896188850967,0.31939704209328784,0.02840585893060296,0.0387514220705347,0.01922438918623721,-0.03581235136517141,0.04731468056577464,-0.007843717078126264,,0.493899995323668,0.10720668552495274,0.37771424727483754,0.021179071876541583,,0.9708707715021159,PC,0.999,11.618574804883048
York—Simcoe,20789,4083,6319,2691,2331,36628,0.567571256961887,0.11147209784864039,0.17251829201703614,0.07346838484219723,0.06363983837501365,-0.05853611082451651,-0.03233514546452508,0.05034134320074796,0.0001897073564226387,,0.5753826157068384,0.08945163611463433,0.251907085041385,0.08325866313714235,,0.8846898259378898,PC,1.0,32.34755306654534
York South—Weston,11138,10342,7377,770,805,30432,0.3659963196635121,0.3398396424815983,0.24240930599369084,0.025302313354363826,0.02645241850683491,0.029777255324397754,-0.06980994524469412,0.028940562996480332,-0.0036920765092798256,,0.4127958827429405,0.281643733392564,0.28302068602079034,0.022539697843705145,,0.9587633780600692,PC,0.999,12.977519672215015
